101|2093|A_APPR||Sep 23 2013  2:33PM
101|2093|A_RESU||Sep 23 2013  2:33PM
101|2094|A_APPR||Sep 23 2013  2:33PM
101|2094|A_RESU||Sep 23 2013  2:33PM
101|2095|A_APPR||Sep 23 2013  2:33PM
101|2095|A_RESU||Sep 23 2013  2:33PM
101|2096|A_FILE||Sep 23 2013  2:33PM
101|2097|Q_APPR||Dec  3 2013  9:40PM
101|2097|Q_RESU||Dec  3 2013  9:40PM
101|2098|Q_APPR||Dec  3 2013  9:40PM
101|2099|Q_APPR||Dec  3 2013  9:40PM
101|2099|Q_RESU||Dec  3 2013  9:40PM
101|2100|Q_FILE||Dec  3 2013  9:40PM
