101|1|0|1|0||May 27 2015  3:54PM
101|1|481|1|12||May 27 2015  3:54PM
101|1|0|2|0||May 27 2015  3:54PM
101|1|481|2|20||May 27 2015  3:54PM
101|1|0|3|0||May 27 2015  3:54PM
101|1|481|3|16||May 27 2015  3:54PM
101|1|0|4|0||May 27 2015  3:54PM
101|1|481|4|26||May 27 2015  3:54PM
101|1|0|5|0||May 27 2015  3:54PM
101|1|481|5|21||May 27 2015  3:54PM
101|1|0|6|0||May 27 2015  3:54PM
101|1|481|6|52||May 27 2015  3:54PM
101|1|0|7|0||May 27 2015  3:54PM
101|1|481|7|36||May 27 2015  3:54PM
101|1|0|8|0||May 27 2015  3:54PM
101|1|481|8|24||May 27 2015  3:54PM
101|1|0|9|0||May 27 2015  3:54PM
101|1|481|9|16||May 27 2015  3:54PM
101|1|0|10|0||May 27 2015  3:54PM
101|1|481|10|37||May 27 2015  3:54PM
101|1|0|11|0||May 27 2015  3:54PM
101|1|481|11|40||May 27 2015  3:54PM
101|1|0|12|0||May 27 2015  3:54PM
101|1|481|12|39||May 27 2015  3:54PM
101|1|0|13|0||May 27 2015  3:54PM
101|1|481|13|20||May 27 2015  3:54PM
101|1|0|14|0||May 27 2015  3:54PM
101|1|481|14|27||May 27 2015  3:54PM
101|1|0|15|0||May 27 2015  3:54PM
101|1|481|15|32||May 27 2015  3:54PM
101|1|0|16|0||May 27 2015  3:54PM
101|1|481|16|24||May 27 2015  3:54PM
101|1|0|17|0||May 27 2015  3:54PM
101|1|481|17|20||May 27 2015  3:54PM
101|1|0|18|0||May 27 2015  3:54PM
101|1|481|18|39||May 27 2015  3:54PM
101|1|0|19|0||May 27 2015  3:54PM
101|1|481|19|18||May 27 2015  3:54PM
101|1|0|20|0||May 27 2015  3:54PM
101|1|481|20|28||May 27 2015  3:54PM
101|1|0|21|0||May 27 2015  3:54PM
101|1|481|21|28||May 27 2015  3:54PM
101|1|0|22|0||May 27 2015  3:54PM
101|1|481|22|16||May 27 2015  3:54PM
101|1|0|23|0||May 27 2015  3:54PM
101|1|481|23|16||May 27 2015  3:54PM
101|1|0|24|0||May 27 2015  3:54PM
101|1|481|24|22||May 27 2015  3:54PM
101|1|0|25|0||May 27 2015  3:54PM
101|1|481|25|36||May 27 2015  3:54PM
101|1|0|26|0||May 27 2015  3:54PM
101|1|481|26|36||May 27 2015  3:54PM
101|1|0|27|0||May 27 2015  3:54PM
101|1|481|27|32||May 27 2015  3:54PM
101|1|0|28|0||May 27 2015  3:54PM
101|1|481|28|36||May 27 2015  3:54PM
101|1|0|29|0||May 27 2015  3:54PM
101|1|481|29|24||May 27 2015  3:54PM
101|1|0|30|0||May 27 2015  3:54PM
101|1|481|30|15||May 27 2015  3:54PM
101|1|0|31|0||May 27 2015  3:54PM
101|1|481|31|24||May 27 2015  3:54PM
101|1|0|32|0||May 27 2015  3:54PM
101|1|481|32|32||May 27 2015  3:54PM
101|1|0|33|0||May 27 2015  3:54PM
101|1|481|33|24||May 27 2015  3:54PM
101|1|0|34|0||May 27 2015  3:54PM
101|1|481|34|27||May 27 2015  3:54PM
101|1|0|35|0||May 27 2015  3:54PM
101|1|481|35|24||May 27 2015  3:54PM
101|1|0|36|0||May 27 2015  3:54PM
101|1|481|36|24||May 27 2015  3:54PM
101|1|0|37|0||May 27 2015  3:54PM
101|1|481|37|28||May 27 2015  3:54PM
101|1|0|38|0||May 27 2015  3:54PM
101|1|481|38|24||May 27 2015  3:54PM
101|1|0|39|0||May 27 2015  3:54PM
101|1|481|39|20||May 27 2015  3:54PM
101|1|0|40|0||May 27 2015  3:54PM
101|1|481|40|20||May 27 2015  3:54PM
101|1|0|41|0||May 27 2015  3:54PM
101|1|481|41|32||May 27 2015  3:54PM
101|1|0|42|0||May 27 2015  3:54PM
101|1|481|42|27||May 27 2015  3:54PM
101|1|0|43|0||May 27 2015  3:54PM
101|1|481|43|22||May 27 2015  3:54PM
101|1|0|44|0||May 27 2015  3:54PM
101|1|481|44|21||May 27 2015  3:54PM
101|1|0|45|0||May 27 2015  3:54PM
101|1|481|45|26||May 27 2015  3:54PM
101|1|0|46|0||May 27 2015  3:54PM
101|1|481|46|26||May 27 2015  3:54PM
101|1|0|47|0||May 27 2015  3:54PM
101|1|481|47|28||May 27 2015  3:54PM
101|1|0|48|0||May 27 2015  3:54PM
101|1|481|48|28||May 27 2015  3:54PM
101|1|0|49|0||May 27 2015  3:54PM
101|1|481|49|40||May 27 2015  3:54PM
101|1|0|50|0||May 27 2015  3:54PM
101|1|481|50|38||May 27 2015  3:54PM
101|1|0|51|0||May 27 2015  3:54PM
101|1|481|51|24||May 27 2015  3:54PM
101|1|0|52|0||May 27 2015  3:54PM
101|1|481|52|36||May 27 2015  3:54PM
101|1|0|53|0||May 27 2015  3:54PM
101|1|481|53|20||May 27 2015  3:54PM
101|1|0|54|0||May 27 2015  3:54PM
101|1|481|54|33||May 27 2015  3:54PM
