101|2101|3|1015||1|1|streq|N||AND||||Apr 20 2010  5:56PM|
101|2102|1|1001||1|1|streq|AIRFR||||||Apr 20 2010  5:56PM|
101|2102|2|1003||1|1|ne|34||AND||||Apr 20 2010  5:56PM|
101|2102|3|1015||1|1|streq|N||AND||||Apr 20 2010  5:56PM|
101|2102|4|1066||1|1|strne|Y||AND||||Apr 20 2010  5:56PM|
101|2104|1|1013||1|1|gt|500.00|1|||||Apr 20 2010  5:56PM|
101|2104|2|1001||2|1|streq|BUSML||AND||||Apr 20 2010  5:56PM|
101|2104|3|1014||1|1|streq|REG||AND||||Apr 20 2010  5:56PM|
101|2104|4|1014||1|1|streq|CHD||OR||||Apr 20 2010  5:56PM|
101|2104|5|1015||1|2|streq|N||AND||||Apr 20 2010  5:56PM|
101|2105|1|1001||1|1|streq|CARRT||||||Apr 20 2010  5:56PM|
101|2105|2|1013||2|1|gt|1000.00|1|AND||||Apr 20 2010  5:56PM|
101|2105|3|1014||1|1|streq|REG||AND||||Apr 20 2010  5:56PM|
101|2105|4|1014||1|1|streq|CHD||OR||||Apr 20 2010  5:56PM|
101|2105|5|1015||1|2|streq|N||AND||||Apr 20 2010  5:56PM|
101|2106|1|1068||1|1|streq|N||||||Apr 20 2010  5:56PM|
101|2106|2|1001||1|1|streq|CARRT||AND||||Apr 20 2010  5:56PM|
101|2106|3|1015||1|1|streq|N||AND||||Apr 20 2010  5:56PM|
101|2107|1|1001||1|1|streq|DINNR||||||Nov 17 2015  7:54PM|
101|2107|2|2571||2|1|gt|60|1|AND||||Nov 17 2015  7:54PM|
101|2107|3|1014||1|1|streq|REG||AND||||Nov 17 2015  7:54PM|
101|2107|4|1014||1|1|streq|CHD||OR||||Nov 17 2015  7:54PM|
101|2107|5|1015||1|2|streq|N||AND||||Nov 17 2015  7:54PM|
101|2108|1|1001||1|1|streq|ENTOT||||||Apr 20 2010  5:56PM|
101|2108|2|1013||2|1|gt|500.00|1|AND||||Apr 20 2010  5:56PM|
101|2108|3|1014||1|1|streq|REG||AND||||Apr 20 2010  5:56PM|
101|2108|4|1014||1|1|streq|CHD||OR||||Apr 20 2010  5:56PM|
101|2108|5|1015||1|2|streq|N||AND||||Apr 20 2010  5:56PM|
101|2109|1|1001||1|1|streq|LUNCH||||||Apr 20 2010  5:56PM|
101|2109|2|2572||2|1|gt|50.00|1|AND||||Apr 20 2010  5:56PM|
101|2109|3|1014||1|1|streq|REG||AND||||Apr 20 2010  5:56PM|
101|2109|4|1014||1|1|streq|CHD||OR||||Apr 20 2010  5:56PM|
101|2109|5|1015||1|2|streq|N||AND||||Apr 20 2010  5:56PM|
101|2110|1|1014||1|1|streq|REG||||||Mar 23 2010  2:53PM|
101|2110|2|1001||1|1|streq|LODNG||AND||||Mar 23 2010  2:53PM|
101|2110|3|1015||1|1|streq|N||AND||||Mar 23 2010  2:53PM|
101|2111|1|1068||1|1|streq|N||||||Apr 20 2010  5:56PM|
101|2111|2|1001||1|1|streq|LODNG||AND||||Apr 20 2010  5:56PM|
101|2111|3|1015||1|1|streq|N||AND||||Apr 20 2010  5:56PM|
101|2112|1|1001||1|1|streq|LUNCH||||||May  1 2015  1:26AM|
101|2112|2|2571||1|1|gt|25|1|AND||||May  1 2015  1:26AM|
101|2112|3|1014||2|1|streq|REG||AND||||May  1 2015  1:26AM|
101|2112|4|1014||1|2|streq|CHD||OR||||May  1 2015  1:26AM|
101|2112|5|1015||1|1|streq|N||AND||||May  1 2015  1:26AM|
101|2113|1|1001||1|1|streq|OFCSP||||||Apr 20 2010  5:56PM|
101|2113|2|1013||2|1|gt|50.00|1|AND||||Apr 20 2010  5:56PM|
101|2113|3|1014||1|1|streq|REG||AND||||Apr 20 2010  5:56PM|
101|2113|4|1014||1|1|streq|CHD||OR||||Apr 20 2010  5:56PM|
101|2113|5|1015||1|2|streq|N||AND||||Apr 20 2010  5:56PM|
101|2114|1|1001||1|1|streq|PARKG||||||Apr 20 2010  5:56PM|
101|2114|2|1013||2|1|gt|25.00|1|AND||||Apr 20 2010  5:56PM|
101|2114|3|1014||1|1|streq|REG||AND||||Apr 20 2010  5:56PM|
101|2114|4|1014||1|1|streq|CHD||OR||||Apr 20 2010  5:56PM|
101|2114|5|1015||1|2|streq|N||AND||||Apr 20 2010  5:56PM|
101|2115|1|1009||1|1|streq|IBCP||||||Jun 23 2010  7:52PM|
101|2115|2|1015||1|1|streq|Y||AND||||Jun 23 2010  7:52PM|
101|2116|1|1001||1|1|streq|TAXIX||||||Apr 20 2010  5:56PM|
101|2116|2|1013||2|1|gt|100.00|1|AND||||Apr 20 2010  5:56PM|
101|2116|3|1014||1|1|streq|REG||AND||||Apr 20 2010  5:56PM|
101|2116|4|1014||1|1|streq|CHD||OR||||Apr 20 2010  5:56PM|
101|2116|5|1015||1|2|streq|N||AND||||Apr 20 2010  5:56PM|
101|2117|1|1005||1|1|streq|Y||||||Apr 20 2010  5:56PM|
101|2117|2|1071||1|1|streq|N||AND||||Apr 20 2010  5:56PM|
101|2118|1|1005||1|1|streq|Y||||||Apr 20 2010  5:56PM|
101|2118|2|1072||1|1|streq|Y||AND||||Apr 20 2010  5:56PM|
101|2127|1|1307||1|1|streq|Y||||||Sep 29 2006  5:29PM|
101|2137|1|1202||1|1|streq|Y||||||Jun 23 2010  7:58PM|
101|2147|1|4915||1|1|gt|0||||||Oct 17 2011  5:52PM|
