101|2773|2057|GENERATE_EXCEPTION||2022|1||||May  1 2015  1:35AM
101|2783|2059|GENERATE_EXCEPTION||2056|1||||Nov 12 2014  2:20PM
101|2793|2115|GENERATE_EXCEPTION||2233|1||||Jun 23 2010  7:52PM
101|2803|2455|GENERATE_EXCEPTION||2239|1||||Mar 19 2011  1:05AM
101|2804|2458|GENERATE_EXCEPTION||2240|1|null|The Expense occurs during a week-end.||Jun 18 2011  1:30AM
101|2805|2459|GENERATE_EXCEPTION||2241|1|null|The Expense occurs during a week-end.||Jun 18 2011  1:30AM
101|2806|2460|GENERATE_EXCEPTION||2242|1||||Jul 23 2011  1:22AM
101|2807|2462|SKIP_STEP||||Skip Step|Skipping Step||Sep 24 2011  3:04AM
101|2808|2468|GENERATE_EXCEPTION||2245|1||||Apr 21 2012  3:25AM
101|2813|2484|GENERATE_EXCEPTION||2264|1||||Nov 17 2012  4:26AM
101|2814|2485|GENERATE_EXCEPTION||2265|1||||Nov 17 2012  4:26AM
101|2815|2488|GENERATE_EXCEPTION||2267|1||||Apr 27 2013  2:14AM
101|2816|2489|GENERATE_EXCEPTION||2268|1||||Dec 15 2012  3:55AM
101|2817|2490|SKIP_STEP||||Skip Step|Skipping Step||Mar 23 2013  2:02AM
101|2818|2497|SKIP_STEP|||||||Sep 23 2013  3:09PM
101|2819|2498|SKIP_STEP|||||||Sep 23 2013  3:09PM
101|2820|2504|GENERATE_EXCEPTION||2287|1||||Oct  9 2014  8:06PM
101|2821|2505|GENERATE_EXCEPTION||2288|1||||Jun 25 2014  6:21PM
101|2822|2508|GENERATE_EXCEPTION||2289|1||||Nov 15 2014  3:46AM
101|2823|2826|GENERATE_EXCEPTION||2293|1||||Jul 29 2015  3:00PM
