101|2002|0|10000||Jun 21 2005  3:55PM
101|2002|10001|2147483647||Jun 21 2005  3:55PM
101|2003|0|1400||Sep 29 2006  5:43PM
101|2003|1401|2000||Sep 29 2006  5:43PM
101|2003|2001|2147483647||Sep 29 2006  5:43PM
101|2014|0|2147483647||Jan 18 2008  4:53PM
101|2019|0|10000||Dec 18 2014  7:18PM
101|2019|10001|2147483647||Dec 18 2014  7:18PM
