101|EXP|Expense Product||Jan  9 2004  1:53AM
101|PMT|Payment Product||Jan  9 2004  1:53AM
101|REQ|Request Product||Aug 21 2010  5:36AM
101|SHD|Shared Configuration Data||Jan  9 2004  1:53AM
