101|-1||101|SHD|||||||||||||May 22 2003  1:53AM
101|2|2000|101|EXP|-1||||||||||||Jun 21 2005  3:55PM
101|3|2000|101|PMT|-1||||||||||||Jun 21 2005  3:55PM
101|4|2000|101|EXP|2|N|||||||||||Jan 17 2008 12:36AM
101|5|2000|101|EXP|2|Y|||||||||||Jan 17 2008 12:36AM
