101|1|5|N||||||||||||Nov 19 2011  2:58AM
101|2|6|N||||||||||||Nov 19 2011  2:58AM
101|3|7|N||||||||||||Nov 19 2011  2:58AM
101|4|8|N||||||||||||Nov 19 2011  2:58AM
101|5|11|N||||||||||||Nov 19 2011  2:58AM
101|6|12|N||||||||||||Nov 19 2011  2:58AM
101|1007|5|N|1302|||||||||||Nov 19 2011  2:58AM
101|1008|6|N|1302|||||||||||Nov 19 2011  2:58AM
101|1017|7|N|1352|||||||||||Nov 19 2011  2:58AM
101|1027|6|N|1373|||||||||||Nov 19 2011  2:58AM
101|1028|6|N|1374|||||||||||Nov 19 2011  2:58AM
101|1029|6|N|1375|||||||||||Nov 19 2011  2:58AM
101|1030|6|N|1376|||||||||||Nov 19 2011  2:58AM
101|1031|6|N|1377|||||||||||Nov 19 2011  2:58AM
101|1032|6|N|1378|||||||||||Nov 19 2011  2:58AM
101|1033|6|N|1379|||||||||||Nov 19 2011  2:58AM
101|1034|6|N|1380|||||||||||Nov 19 2011  2:58AM
101|1035|6|N|1381|||||||||||Nov 19 2011  2:58AM
101|1036|6|N|1382|||||||||||Nov 19 2011  2:58AM
101|1037|6|N|1383|||||||||||Nov 19 2011  2:58AM
101|1047|5|N|1373|||||||||||Nov 19 2011  2:58AM
101|1048|5|N|1383|||||||||||Nov 19 2011  2:58AM
101|1049|5|N|1377|||||||||||Nov 19 2011  2:58AM
101|1057|8|N|1412|2847||||||||||Nov 19 2011  2:58AM
101|1058|8|N|2130|||||||||||Nov 19 2011  2:58AM
101|1059|8|N|1412|2847|2804|||||||||Nov 19 2011  2:58AM
101|1060|8|N|1412|2847|2791|||||||||Nov 19 2011  2:58AM
101|1061|8|N|1412|2847|2790|||||||||Nov 19 2011  2:58AM
101|1067|8|N|1412|2847|2839|||||||||Nov 19 2011  2:58AM
101|1077|6|N|1393|||||||||||Nov 19 2011  2:58AM
101|1078|6|N|1394|||||||||||Nov 19 2011  2:58AM
101|1079|6|N|1395|||||||||||Nov 19 2011  2:58AM
101|1080|6|N|1396|||||||||||Nov 19 2011  2:58AM
101|1081|6|N|1397|||||||||||Nov 19 2011  2:58AM
101|1082|6|N|1398|||||||||||Nov 19 2011  2:58AM
101|1083|6|N|1399|||||||||||Nov 19 2011  2:58AM
101|1084|6|N|1400|||||||||||Nov 19 2011  2:58AM
101|1085|6|N|1401|||||||||||Nov 19 2011  2:58AM
101|1086|6|N|1402|||||||||||Nov 19 2011  2:58AM
101|1087|6|N|1403|||||||||||Nov 19 2011  2:58AM
101|1088|6|N|1404|||||||||||Nov 19 2011  2:58AM
101|1089|6|N|1405|||||||||||Nov 19 2011  2:58AM
101|1090|6|N|1406|||||||||||Nov 19 2011  2:58AM
101|1091|6|N|1407|||||||||||Nov 19 2011  2:58AM
101|1092|6|N|1408|||||||||||Nov 19 2011  2:58AM
101|1093|6|N|1409|||||||||||Nov 19 2011  2:58AM
101|1094|6|N|1410|||||||||||Nov 19 2011  2:58AM
101|1095|6|N|1411|||||||||||Nov 19 2011  2:58AM
101|1097|8|N|2393|3496|3486|||||||||Nov 19 2011  2:58AM
101|1098|8|N|2393|3496|3492|||||||||Nov 19 2011  2:58AM
101|1099|8|N|1412|2847|2805|||||||||Nov 19 2011  2:58AM
101|1100|8|N|1412|2847|2836|||||||||Nov 19 2011  2:58AM
101|1101|8|N|1412|2847|2811|||||||||Nov 19 2011  2:58AM
101|1102|8|N|2393|3496|3500|||||||||Nov 19 2011  2:58AM
101|1103|8|N|1412|3227|3236|||||||||Nov 19 2011  2:58AM
101|1104|8|N|2393|3496|3477|||||||||Nov 19 2011  2:58AM
101|1105|8|N|1412|3227|3222|||||||||Nov 19 2011  2:58AM
101|1106|8|N|2393|3496|3478|||||||||Nov 19 2011  2:58AM
