101|PMT_IC_VERIFIER|PMT|PMT|N|Y|N||Mar 23 2013  2:02AM
101|PMT_PROXY_LOGON|PMT|PMT|N|Y|Y||Apr 17 2010  5:42AM
101|PMT_TAX_ADMIN|PMT|PMT|N|Y|N||Jul 12 2014  2:50AM
101|PMT_VENAPPROVER|PMT|PMT|Y|Y|Y||May 17 2014  2:22AM
101|PO_AUDITOR|PMT|PMT|N|Y|Y||Aug 13 2016  2:04AM
101|PO_PROCESSOR|PMT|PMT|N|Y|Y||Apr 27 2013  2:14AM
101|PURCH_APRVR|PMT|PMT|Y|Y|N||Jan 19 2013  3:55AM
101|PURCH_AUDITOR|PMT|PMT|N|Y|Y||Aug 13 2016  2:04AM
101|PURCH_PROCESSOR|PMT|PMT|Y|Y|Y||Jan 19 2013  3:55AM
101|PURCH_USER|PMT|PMT|N|Y|N||Jan 19 2013  3:55AM
101|PUR_PROXY_LOGON|PMT|PMT|N|Y|Y||Jul 20 2013  2:19AM
101|RCPT_PROCESSOR|EXP|EXP|N|Y|N||Apr 17 2010  5:42AM
101|RECEIPT_USER|PMT|PMT|N|Y|N||Sep 22 2017 10:01PM
101|REQ_ADMIN|REQ|REQ|N|N|Y||Jul 23 2011  1:22AM
101|REQ_ADMIN_RO|REQ|REQ|N|Y|Y||Jul 23 2011  1:22AM
101|REQ_EVENT|REQ|REQ|N|Y|N||May 18 2013  1:35AM
101|REQ_MANAGER|REQ|REQ|N|Y|N||Jul 23 2011  1:22AM
101|REQ_PROCESSOR1|REQ|REQ|Y|Y|Y||Nov 19 2011  2:58AM
101|REQ_PROCESSOR2|REQ|REQ|Y|Y|Y||Nov 19 2011  2:58AM
101|REQ_PROCESSOR3|REQ|REQ|Y|Y|Y||Nov 19 2011  2:58AM
101|REQ_PROXY_LOGON|REQ|REQ|N|Y|Y||Jul 23 2011  1:22AM
101|REQ_TRAVELER|REQ|REQ|N|Y|N||Jul 23 2011  1:22AM
101|RISK_PROCESSOR|REQ|REQ|Y|Y|Y||Mar 23 2013  2:02AM
101|ROLE_ADMIN|SHD|EMP|N|Y|Y||Apr 17 2010  5:42AM
101|ROLE_BUILDER|SHD|EMP|N|N|N||Apr 17 2010  5:42AM
101|RPTNET_BUDGET|SHD|BGT|N|Y|Y||Aug 24 2013  3:29AM
101|RPTNET_BUS_AUTH|SHD|BIN|N|Y|Y||Apr 17 2010  5:42AM
101|RPTNET_BUS_SEC|SHD|BIS|N|N|Y||Feb  7 2015  4:07AM
101|RPTNET_CONSUMER|SHD|BIN|N|Y|Y||Apr 17 2010  5:42AM
