101|1|2021|2034|GENERATE_EXCEPTION||2019|1||||Feb  2 2007  5:02AM
101|2|2509|2239|GENERATE_EXCEPTION||2140|1||||Jun  9 2008  5:36PM
101|3|2023|2036|GENERATE_EXCEPTION||2118|3||||Jul 10 2008 10:41PM
101|4|2532|2341|SKIP_STEP|||1||||Jul 10 2008 11:00PM
101|5|2496|2071|GENERATE_EXCEPTION||2036|1||||May  6 2009  9:42PM
101|6|2554|2372|GENERATE_EXCEPTION||2130|1||||May  6 2009  9:46PM
101|7|2522|2331|GENERATE_EXCEPTION||2194|1||||May  7 2009 12:48PM
101|8|2543|2352|GENERATE_EXCEPTION||2205|1||||May  8 2009  5:26PM
101|9|2476|2059|GENERATE_EXCEPTION||2056|1||||May  8 2009  5:29PM
101|10|2446|2269|GENERATE_EXCEPTION||2162|2||||May  8 2009  5:36PM
101|11|2447|2270|GENERATE_EXCEPTION||2163|3||||May  8 2009  5:37PM
101|12|2478|2309|GENERATE_EXCEPTION||2172|1||||May  8 2009  5:37PM
101|13|2493|2321|GENERATE_EXCEPTION||2049|1||||May  8 2009  5:40PM
101|14|2116|2057|GENERATE_EXCEPTION||2022|1||||May  8 2009  5:42PM
101|15|2553|2071|GENERATE_EXCEPTION||2036|1||||May  8 2009  5:42PM
101|16|2508|2064|GENERATE_EXCEPTION||2029|2||||May  8 2009  5:48PM
101|17|2510|2329|GENERATE_EXCEPTION||2192|1||||May  8 2009  5:48PM
101|18|2511|2330|GENERATE_EXCEPTION||2193|1||||May  8 2009  5:49PM
101|19|2143|2115|GENERATE_EXCEPTION||2053|1||||May  8 2009  5:53PM
101|20|2313|2148|GENERATE_EXCEPTION||2085|1||||May  8 2009  5:54PM
101|21|2563|2352|GENERATE_EXCEPTION||2205|1||||May 14 2009  5:54PM
101|22|2512|2239|GENERATE_EXCEPTION||2140|1||||May 14 2009  6:02PM
101|23|2585|2382|GENERATE_EXCEPTION||2219|1||||May 14 2009  7:45PM
101|24|2586|2382|GENERATE_EXCEPTION||2219|1||||May 14 2009  7:48PM
101|25|2466|2060|GENERATE_EXCEPTION||2082|2||||May 19 2009  5:39PM
101|26|2489|2112|GENERATE_EXCEPTION||2184|1||||May 19 2009  5:39PM
101|27|2587|2382|GENERATE_EXCEPTION||2219|1||||May 19 2009  5:40PM
101|28|2584|2239|GENERATE_EXCEPTION||2140|1||||May 19 2009  5:41PM
101|29|2573|2330|GENERATE_EXCEPTION||2193|1||||May 19 2009  5:51PM
101|30|2448|2110|GENERATE_EXCEPTION||2055|1||||May 26 2009  6:41PM
101|31|2595|2382|GENERATE_EXCEPTION||2219|1||||May 27 2009  4:40PM
101|32|2307|2147|GENERATE_EXCEPTION||2086|1||||May 27 2009  4:42PM
101|33|2614|2147|GENERATE_EXCEPTION||2086|1||||May 27 2009  4:45PM
101|34|2615|2147|GENERATE_EXCEPTION||2086|1||||May 27 2009  4:58PM
101|35|2616|2147|GENERATE_EXCEPTION||2086|1||||May 27 2009  5:02PM
101|36|2564|2059|GENERATE_EXCEPTION||2056|1||||May 27 2009  5:51PM
101|37|2617|2147|GENERATE_EXCEPTION||2086|1||||May 27 2009  6:55PM
101|38|2436|2058|GENERATE_EXCEPTION||2023|1||||May 27 2009  8:11PM
101|39|2571|2064|GENERATE_EXCEPTION||2029|2||||May 27 2009  8:12PM
101|40|2315|2201|GENERATE_EXCEPTION||2121|1||||May 27 2009  8:17PM
101|41|2618|2059|GENERATE_EXCEPTION||2056|1||||Jun  3 2009  8:44PM
101|42|2613|2382|GENERATE_EXCEPTION||2219|1||||Jun  3 2009  8:45PM
101|43|2619|2147|GENERATE_EXCEPTION||2086|1||||Jun  4 2009  2:37PM
101|44|2620|2058|GENERATE_EXCEPTION||2023|1||||Jun  4 2009  2:39PM
101|45|2624|2382|GENERATE_EXCEPTION||2219|1||||Jun  4 2009  2:39PM
101|46|2596|2239|GENERATE_EXCEPTION||2140|1||||Jun  4 2009  8:56PM
101|47|2623|2059|GENERATE_EXCEPTION||2056|1||||Jun 19 2009  7:20PM
101|48|2583|2352|GENERATE_EXCEPTION||2205|1||||Jun 19 2009  7:22PM
101|49|2566|2270|GENERATE_EXCEPTION||2163|3||||Jun 30 2009  1:42PM
101|50|2570|2071|GENERATE_EXCEPTION||2036|1||||Jun 30 2009  1:44PM
