101|BGT|SHD|1034||Aug 24 2013  3:29AM
101|BIN|SHD|8||Jun 21 2005  3:47PM
101|BIS|SHD|1042||Feb  7 2015  4:07AM
101|EMP|SHD|5||Jun 21 2005  3:47PM
101|EXP|EXP|6||Jun 21 2005  3:47PM
101|PMT|PMT|7||Jun 21 2005  3:47PM
101|PUR|PMT|7||Dec 14 2013  6:35AM
101|REQ|REQ|1031||Aug 21 2010  5:36AM
