101|2464|2|MILEG||Nov  8 2012  2:40PM
101|2464|2|BUSXX||Nov  8 2012  2:40PM
101|2464|2|SUBWY||Nov  8 2012  2:40PM
101|2464|2|TRAIN||Nov  8 2012  2:40PM
101|2319|9|CARMI||Nov 14 2012  1:43PM
101|2319|9|MILEG||Nov 14 2012  1:43PM
101|2479|2|LODNG||Nov  8 2012  3:27PM
101|2480|2|LODNG||Nov  8 2012  3:27PM
101|2480|2|CARRT||Nov  8 2012  3:27PM
101|2480|2|AIRFR||Nov  8 2012  3:27PM
101|2481|1|LODNG||Nov  8 2012  3:27PM
101|2481|1|AIRFR||Nov  8 2012  3:27PM
101|2481|1|CARRT||Nov  8 2012  3:27PM
101|2504|1|BUSML||Oct  9 2014  8:06PM
101|2504|1|ENTOT||Oct  9 2014  8:06PM
