101|AD|N|020|KM||Sep 24 2011  3:04AM
101|AE|N|784|KM||Sep 24 2011  3:04AM
101|AF|N|004|KM||Sep 24 2011  3:04AM
101|AG|N|028|KM||Sep 24 2011  3:04AM
101|AI|N|660|KM||Sep 24 2011  3:04AM
101|AL|N|008|KM||Sep 24 2011  3:04AM
101|AM|N|051|KM||Sep 24 2011  3:04AM
101|AN|Y|530|KM||Sep 24 2011  3:04AM
101|AO|N|024|KM||Sep 24 2011  3:04AM
101|AQ|N|010|KM||Sep 24 2011  3:04AM
101|AR|N|032|KM||Sep 24 2011  3:04AM
101|AS|N|016|KM||Sep 24 2011  3:04AM
101|AT|N|040|KM||Sep 24 2011  3:04AM
101|AU|N|036|KM||Sep 24 2011  3:04AM
101|AW|N|533|KM||Sep 24 2011  3:04AM
101|AX|N|248|KM||Sep 24 2011  3:04AM
101|AZ|N|031|KM||Sep 24 2011  3:04AM
101|BA|N|070|KM||Sep 24 2011  3:04AM
101|BB|N|052|KM||Sep 24 2011  3:04AM
101|BD|N|050|KM||Sep 24 2011  3:04AM
101|BE|N|056|KM||Sep 24 2011  3:04AM
101|BF|N|854|KM||Sep 24 2011  3:04AM
101|BG|N|100|KM||Sep 24 2011  3:04AM
101|BH|N|048|KM||Sep 24 2011  3:04AM
101|BI|N|108|KM||Sep 24 2011  3:04AM
101|BJ|N|204|KM||Sep 24 2011  3:04AM
101|BL|N|652|KM||Sep 24 2011  3:04AM
101|BM|N|060|KM||Sep 24 2011  3:04AM
101|BN|N|096|KM||Sep 24 2011  3:04AM
101|BO|N|068|KM||Sep 24 2011  3:04AM
101|BQ|N|535|KM||Sep 24 2011  3:04AM
101|BR|N|076|KM||Sep 24 2011  3:04AM
101|BS|N|044|KM||Sep 24 2011  3:04AM
101|BT|N|064|KM||Sep 24 2011  3:04AM
101|BV|N|074|KM||Sep 24 2011  3:04AM
101|BW|N|072|KM||Sep 24 2011  3:04AM
101|BY|N|112|KM||Sep 24 2011  3:04AM
101|BZ|N|084|KM||Sep 24 2011  3:04AM
101|CA|N|124|KM||Sep 24 2011  3:04AM
101|CC|N|166|KM||Sep 24 2011  3:04AM
101|CD|N|180|KM||Sep 24 2011  3:04AM
101|CF|N|140|KM||Sep 24 2011  3:04AM
101|CG|N|178|KM||Sep 24 2011  3:04AM
101|CH|N|756|KM||Sep 24 2011  3:04AM
