101|PAYMENT|12|Y||||Jun 21 2005  3:52PM
101|PURCH_REQUEST|1038|Y||||Jan 19 2013  3:55AM
101|REPORT|11|Y||||Jun 21 2005  3:51PM
101|REQUEST|1032|Y||||Apr 16 2011  1:19AM
